Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_DemoEPD,Chrome 65.0.3325.162,,2018-03-15 21:19:36,2018-03-15 21:19:47,"10,486s",PASSED
,,,,,,
Test Cases/EPD/Test Cases/TC_MaakPatientAan_ControleerPatient_VoegBehandelingToe_VerwijderPatient,Chrome 65.0.3325.162,,2018-03-15 21:19:37,2018-03-15 21:19:47,"10,112s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:19:37,2018-03-15 21:19:38,"1,303s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:19:38,2018-03-15 21:19:42,"3,773s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:19:42,2018-03-15 21:19:42,"0,125s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:19:42,2018-03-15 21:19:43,"0,593s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:19:43,2018-03-15 21:19:43,"0,222s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:19:43,2018-03-15 21:19:43,"0,081s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:19:43,2018-03-15 21:19:44,"0,586s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:19:44,2018-03-15 21:19:45,"1,888s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:19:45,2018-03-15 21:19:46,"0,286s",PASSED
verifyElementPresent,Chrome 65.0.3325.162,,2018-03-15 21:19:46,2018-03-15 21:19:46,"0,029s",PASSED
click,Chrome 65.0.3325.162,,2018-03-15 21:19:46,2018-03-15 21:19:46,"0,081s",PASSED
acceptAlert,Chrome 65.0.3325.162,,2018-03-15 21:19:46,2018-03-15 21:19:46,"0,018s",PASSED
callTestCase,Chrome 65.0.3325.162,,2018-03-15 21:19:46,2018-03-15 21:19:47,"0,813s",PASSED
